EPIC PHARMACY NETWORK INC,5004089,1750441960,HURLEY DRUG COMPANY INC,210 LOGAN STREET,,WILLIAMSON,WV,25661,Mingo,304 235-3535,304 235-1258
K MART PHARMACY,5004130,1679504708,KMART PHARMACY4442,6531 MCCORKLE AVENUE SE,,CHARLESTON,WV,25304,Kanawha,304 925-4721,304 926-6210
K MART PHARMACY,5004142,1588695613,KMART PHARMACY3218,1050 DIVISION ST,,PARKERSBURG,WV,26101,Wood,304 485-6444,304 485-7156
K MART PHARMACY,5004154,1205867330,KMART PHARMACY3198,1477 MCCORKLE,,ST ALBANS,WV,25177,Kanawha,304 722-4246,304 722-6021
CVS PHARMACY INC,5004281,1124121645,CVS PHARMACY,1800 BROADWAY AVENUE,,PARKERSBURG,WV,26101,Wood,304 485-4533,304 485-4586
ACCESSHEALTH,5004332,1780639286,ARACOMA DRUG COMPANY,772 MAIN ST.,,CHAPMANVILLE,WV,25508,Logan,304 855-4541,304 855-4355
K MART PHARMACY,5004368,1114958246,KMART PHARMACY3220,800 GRAND CENTRAL AVE,,VIENNA,WV,26105,Wood,304 295-4506,304 295-9436
LEADER DRUG STORES INC,5004522,1427378330,MEDICAL PARK PHARMACY,1 MEDICAL PARK PROF CTR,,WHEELING,WV,26003,Ohio,304 243-3388,304 243-6422
RITE AID CORPORATION,5004572,1528177854,RITE AID PHARMACY 00906,71 WEST MAIN STREET,,BUCKHANNON,WV,26201,Upshur,304 472-0150,304 472-5286
DEPT OF VETERANS AFFAIRS,5004673,1508824301,HUNTINGTON VAMC PHARMACY,1540 SPRING VALLEY DR,,HUNTINGTON,WV,25704,Wayne,304 429-6755,304 429-0270
DEPT OF VETERANS AFFAIRS,5004875,1356399364,CLARKSBURG VAMC PHARMACY,1 MEDICAL CENTER DR,,CLARKSBURG,WV,26301,Harrison,304 623-3461,304 626-7710
DEPT OF VETERANS AFFAIRS,5005423,1629026414,MARTINSBURG VAMC PHARMACY,510 BUTLER AVE,,MARTINSBURG,WV,25405,Berkeley,304 263-0811,304 264-4485
DEPT OF VETERANS AFFAIRS,5005497,1104884535,BECKLEY VAMC PHARMACY,200 VETERANS AVE,,BECKLEY,WV,25801,Raleigh,304 255-2121,304 256-5456
LEADER DRUG STORES INC,5005726,1851472377,HEALTH AID PHARMACY,307 5TH ST,,NEW HAVEN,WV,25265,Mason,304 882-2005,305 882-2507
RITE AID CORPORATION,5005740,1518076843,RITE AID PHARMACY 00914,690 BEVERLY PIKE,,ELKINS,WV,26241,Randolph,304 636-7349,304 636-2476
K MART PHARMACY,5005752,1023049152,KMART PHARMACY4188,1701 4TH AVE W,,CHARLESTON,WV,25387,Kanawha,304 346-0820,304 344-0563
RITE AID CORPORATION,5005776,1508975830,RITE AID PHARMACY 00452,8 ELK PLAZA,,ELKVIEW,WV,25071,Kanawha,304 965-1111,304 965-2734
FRUTH PHARMACY INC,5006045,1982786760,FRUTH PHARMACY 02,125 SEVENTH AVE,,HUNTINGTON,WV,25701,Cabell,304 697-2151,304 781-2694
,5006083,1801935242,CAMDEN ON GAULEY MEDICAL CENTER PHARMACY,10003 WEBSTER RD,,CAMDEN ON GAULEY,WV,26208,Webster,304 226-5725,304 226-3274
RITE AID CORPORATION,5006134,1326157652,RITE AID PHARMACY 00280,406 WASHINGTON STREET,,RAVENSWOOD,WV,26164,Jackson,304 273-4496,304 273-9426
MEDICINE SHOPPE INTERNATIONAL INC,5006146,1447236583,MEDICINE SHOPPE PHARMACY,2402 ADAMS AVE,,HUNTINGTON,WV,25704,Cabell,304 429-6716,304 429-1924
CVS PHARMACY INC,5006158,1366545725,CVS PHARMACY,401 MARION SQUARE,,FAIRMONT,WV,26554,Marion,304 367-1300,304 366-4798
RITE AID CORPORATION,5006160,1225147556,RITE AID PHARMACY 00284,8 CHERRY RIVER PLAZA,,RICHWOOD,WV,26261,Nicholas,304 846-2406,304 846-4517
CVS PHARMACY INC,5006184,1346343001,CVS PHARMACY,743 N MAIN ST,,MOOREFIELD,WV,26836,Hardy,304 538-2356,
EPIC PHARMACY NETWORK INC,5006196,1477646693,PILL BOX PHARMACY,203 N MAIN STREET,,FRANKLIN,WV,26807,Pendleton,304 358-2887,304 358-3149
RITE AID CORPORATION,5006223,1780795849,RITE AID PHARMACY 00294,6401 SISSONVILLE DRIVE,,SISSONVILLE,WV,25312,Kanawha,304 984-9597,304 984-9079
LEADER DRUG STORES INC,5006259,1184653909,RIVESVILLE PHARMACY,426 MAIN ST,,RIVESVILLE,WV,26588,Marion,304 278-5402,304 278-7655
CVS PHARMACY INC,5006285,1255434916,CVS PHARMACY,2907 STATE ST,,GASSAWAY,WV,26624,Braxton,304 364-5161,304 364-8951
RITE AID CORPORATION,5006336,1447351986,RITE AID PHARMACY 00112,260 HUFFCREEK HIGHWAY,,MAN,WV,25635,Logan,304 583-2404,304 583-8209
GOOD NEIGHBOR PHCY PROVIDER NTWK,5006374,1316018195,IAEGER PHARMACY,ROUTE 52,,IAEGER,WV,24844,McDowell,304 938-2819,304 938-5501
CVS PHARMACY INC,5006386,1164525820,CVS PHARMACY,188 FLOWING SPRINGS RD,,CHARLESTOWN,WV,25414,Jefferson,304 725-9707,
RITE AID CORPORATION,5006398,1770692006,RITE AID PHARMACY 00286,513 STOKES DRIVE,,HINTON,WV,25951,Summers,304 466-5069,304 466-6778
ACCESSHEALTH PLUS,5006401,1801956701,ADKINS PHARMACY,81 STATE ROUTE 80,,GILBERT,WV,25621,Mingo,304 664-8883,304 664-9236
RITE AID CORPORATION,5006425,1356442891,RITE AID PHARMACY 00113,448 APPALACHIAN HIGHWAY,,PINEVILLE,WV,24874,Wyoming,304 732-8886,304 732-9550
RITE AID CORPORATION,5006449,1497864722,RITE AID PHARMACY 00121,200 KANAWHA AVENUE,,RAINELLE,WV,25962,Greenbrier,304 438-9204,304 438-5122
CVS PHARMACY INC,5006475,1073616736,CVS PHARMACY,700 NORTHSIDE DR,,SUMMERSVILLE,WV,26651,Nicholas,304 872-4980,304 872-0154
RITE AID CORPORATION,5006487,1124137450,RITE AID PHARMACY 00141,101A ROOSEVELT BOULEVARD,,ELEANOR,WV,25070,Putnam,304 586-9064,304 586-9687
K MART PHARMACY,5006499,1932130069,KMART PHARMACY3425,5636 US ROUTE 60 E,,HUNTINGTON,WV,25705,Cabell,304 736-2098,304 736-4372
LEADER DRUG STORES INC,5006502,1922196732,KATHY COLLINS MCNEILL,RT 7 REEDSVILLE MEDICAL ARTS,,REEDSVILLE,WV,26547,Preston,304 864-6935,304 864-3910
RITE AID CORPORATION,5006540,1942319272,RITE AID PHARMACY 00173,902 NORTH LEWIS STREET,,GLENVILLE,WV,26351,Gilmer,304 462-4438,304 462-7624
RITE AID CORPORATION,5006627,1760591093,RITE AID PHARMACY 01002,3175 WEST DUPONT AVENUE,,BELLE,WV,25015,Kanawha,304 926-6889,304 926-6891
RITE AID CORPORATION,5006639,1730290800,RITE AID PHARMACY 01013,2700 EAST DUPONT AVE SUITE 9,,BELLE,WV,25015,Kanawha,304 949-6237,304 949-6097
GOOD NEIGHBOR PHCY PROVIDER NTWK,5006778,1790867570,MOUNDSVILLE PHARMACY,118 N LAFAYETTE AVE,,MOUNDSVILLE,WV,26041,Marshall,304 845-0390,304 845-0391
CVS PHARMACY INC,5006792,1497814552,CVS PHARMACY,LESTER SQUARE SC,PO BOX 917,SOPHIA,WV,25921,Raleigh,304 255-2761,304 683-2193
ACCESSHEALTH PLUS,5006817,1740332782,LARRY'S DRIVE IN PHARMACY,313 MADISON AVE,,MADISON,WV,25130,Boone,304 369-0209,304 369-1994
LEADER DRUG STORES INC,5006829,1922197490,VILLAGE PHARMACY INC,36 RAILROAD ST,,LOST CREEK,WV,26385,Harrison,304 745-3301,304 745-5683
CVS PHARMACY INC,5006881,1982707642,CVS PHARMACY,ROUTE 60 EAST,BOX 847,GAULEY BRIDGE,WV,25085,Fayette,304 632-2217,304 632-1004
ACCESSHEALTH PLUS,5006944,1639163538,MEDICAL CENTER PHARMACY,1 MEDICAL CENTER DRIVE,,MORGANTOWN,WV,26505,Monongalia,304 598-4848,304 598-6382
CVS PHARMACY INC,5006956,1790888451,CVS PHARMACY,1846 COAL HERITAGE ROAD,,BLUEFIELD,WV,24701,Mercer,304 324-0021,304 589-3455
LEADER DRUG STORES INC,5006968,1083784979,NEW CUMBERLAND RX CENTER,900 RIDGE AVE,,NEW CUMBERLAND,WV,26047,Hancock,304 564-3272,304 564-3276
,5006970,1225014574,RED DOT PHARMACY INC,131 MARKET ST,,MANNINGTON,WV,26582,Marion,304 986-3486,304 986-1785
WEIS PHARMACIES INC,5006994,1629001961,WEIS PHARMACY,1102 N QUEEN ST,,MARTINSBURG,WV,25404,Berkeley,304 260-9185,304 260-0862
,5007059,1942385430,MEDICINE STOP,2798 POND FORK RD,,UNEEDA,WV,25205,Boone,304 369-4330,304 369-4331
FRUTH PHARMACY INC,5007061,1619982550,FRUTH PHARMACY 05,16 PERRY MORRIS SQ,,MILTON,WV,25541,Cabell,304 743-4880,304 743-3649
LEADER DRUG STORES INC,5007085,1437159464,JEFFERSON PHARMACY INC,201 S PRESTON ST,,RANSON,WV,25438,Jefferson,304 725-6533,304 725-4330
RITE AID CORPORATION,5007136,1205945532,RITE AID PHARMACY 01277,173 MAIN STREET,,CLAY,WV,25043,Clay,304 587-2224,304 587-7172
RITE AID CORPORATION,5007148,1023127354,RITE AID PHARMACY 01289,406 SMOOT AVENUE,,DANVILLE,WV,25053,Boone,304 369-0152,304 369-9672
RITE AID CORPORATION,5007174,1750490082,RITE AID PHARMACY 01305,218 EAST THIRD STREET,,WESTON,WV,26452,Lewis,304 269-7963,304 269-2193
CVS PHARMACY INC,5007225,1609979368,CVS PHARMACY,842 NATIONAL ROAD,,WHEELING,WV,26003,Ohio,304 232-3410,304 233-4152
LEADER DRUG STORES INC,5007251,1750379632,KINGWOOD PHARMACY LLC,220 W MAIN ST,,KINGWOOD,WV,26537,Preston,304 329-3600,304 329-3356
CVS PHARMACY INC,5007275,1275636631,CVS PHARMACY,2811 ROBERT C BYRD DR,,BECKLEY,WV,25801,Raleigh,304 253-2738,304 253-9087
THE KROGER CO,5007299,1043244825,KROGER PHARMACY,5450 BIG TYLER ROAD,,CROSS LANES,WV,25313,Kanawha,304 776-5178,304 769-0393
RITE AID CORPORATION,5007314,1265533707,RITE AID PHARMACY 00953,69 LEWIS STREET,,WHITESVILLE,WV,25209,Raleigh,304 854-2373,304 854-2493
THE KROGER CO,5007326,1952335739,KROGER PHARMACY,930 DIVISION STREET,,PARKERSBURG,WV,26101,Wood,304 428-8534,304 422-0689
RITE AID CORPORATION,5007352,1174624613,RITE AID PHARMACY 01343,COOK PARKWAY,,OCEANA,WV,24870,Wyoming,304 682-8586,304 682-4544
CVS PHARMACY INC,5007364,1518060276,CVS PHARMACY,ROUTE 19-21 RITTER DRIVE,,BEAVER,WV,25813,Raleigh,304 255-6630,304 256-0524
RITE AID CORPORATION,5007376,1386753614,RITE AID PHARMACY 01359,781 VIRGINIA AVENUE,,WELCH,WV,24801,McDowell,304 436-6360,304 436-4658
RITE AID CORPORATION,5007390,1003925330,RITE AID PHARMACY 01373,401 MORAN AVENUE,,MULLENS,WV,25882,Wyoming,304 294-0343,304 294-7503
RITE AID CORPORATION,5007403,1821107152,RITE AID PHARMACY 01380,3400 DUDLEY AVENUE,,PARKERSBURG,WV,26104,Wood,304 428-0946,304 428-9598
RITE AID CORPORATION,5007427,1730298068,RITE AID PHARMACY 01382,1380 NORTH PLEASANTS HIGHWAY,,ST MARYS,WV,26170,Pleasants,304 684-2297,304 684-1128
RITE AID CORPORATION,5007491,1558470880,RITE AID PHARMACY 00917,208 S PIKE STREET,,SHINNSTON,WV,26431,Harrison,304 592-8003,304 592-1418
CVS PHARMACY INC,5007504,1427151182,CVS PHARMACY,1601 EARL L CORE ROAD,,MORGANTOWN,WV,26505,Monongalia,304 296-7721,304 296-2350
LEADER DRUG STORES INC,5007542,1265468029,CARDINAL PHARMACY,RT 14 N,,ELIZABETH,WV,26143,Wirt,304 275-4687,304 275-4502
RITE AID CORPORATION,5007554,1083715528,RITE AID PHARMACY 01407,ROUTES 20 AND 55,,CRAIGSVILLE,WV,26205,Nicholas,304 742-3072,304 742-6319
RITE AID CORPORATION,5007566,1467561795,RITE AID PHARMACY 01408,109 EAST MAIN STREET,,MANNINGTON,WV,26582,Marion,304 986-2280,304 986-2070
RITE AID CORPORATION,5007578,1891896338,RITE AID PHARMACY 00972,337 MAIN STREET,,GRANTSVILLE,WV,26147,Calhoun,304 354-9232,304 354-9073
THE KROGER CO,5007592,1861426645,KROGER PHARMACY,350 PATTESON DRIVE,,MORGANTOWN,WV,26505,Monongalia,304 599-8316,304 598-7341
THE KROGER CO,5007617,1770517559,KROGER PHARMACY,5717 MACCORKLE AVENUE SE,,CHARLESTON,WV,25304,Kanawha,304 925-8400,304 925-8433
RITE AID CORPORATION,5007631,1376652602,RITE AID PHARMACY 01419,114 S MAIN STREET,,PHILIPPI,WV,26416,Barbour,304 457-4911,304 457-5682
GOOD NEIGHBOR PHCY PROVIDER NTWK,5007667,1962481697,NICHOLAS PHARMACY,421 MAIN STREET,,SUMMERSVILLE,WV,26651,Nicholas,304 872-2777,304 872-5121
RITE AID CORPORATION,5007693,1285743518,RITE AID PHARMACY 01462,13879 ROCKET BOYS DRIVE,,WAR,WV,24892,McDowell,304 875-2330,304 875-2332
FRUTH PHARMACY INC,5007732,1528073467,FRUTH PHARMACY 07,101 21ST STREET,,NITRO,WV,25143,Kanawha,304 755-0128,304 204-2223
LEADER DRUG STORES INC,5007768,1194839258,TEDS PLAZA PHARMACY,265 PENCO RD,,WEIRTON,WV,26062,Hancock,304 723-2656,304 723-2657
RITE AID CORPORATION,5007782,1093824328,RITE AID PHARMACY 01503,205 MARSHALL STREET,,BENWOOD,WV,26031,Marshall,304 232-6103,304 232-8642
CVS PHARMACY INC,5007794,1336242098,CVS PHARMACY,4418 EMERSON AVENUE,,PARKERSBURG,WV,26104,Wood,304 485-3245,304 422-4239
UNITED DRUGS,5007807,1528085966,LOOP PHARMACY AND HOME MEDICAL,72 6TH AVE,,SAINT ALBANS,WV,25177,Kanawha,304 727-2233,304 727-7859
RITE AID CORPORATION,5007821,1114016870,RITE AID PHARMACY 01564,381 PATTESON  DRIVE,SUNCREST S C,MORGANTOWN,WV,26505,Monongalia,304 598-2265,304 598-2843
THE KROGER CO,5007833,1689608465,KROGER PHARMACY,10635 MACCORKLE AVE SE,,MARMET,WV,25315,Kanawha,304 949-3045,304 949-4822
RITE AID CORPORATION,5007845,1902915234,RITE AID PHARMACY 01562,1301 WASHINGTON STREET EAST,,CHARLESTON,WV,25301,Kanawha,304 346-9382,304 346-1487
THE KROGER CO,5007869,1497789275,KROGER PHARMACY,1213 STAFFORD DR,,PRINCETON,WV,24740,Mercer,304 487-1155,304 487-1991
THE KROGER CO,5007910,1306870183,KROGER PHARMACY,198 EMILY DRIVE,,CLARKSBURG,WV,26301,Harrison,304 623-1482,304 623-1112
RITE AID CORPORATION,5007922,1811006141,RITE AID PHARMACY 01634,8315 COURT AVENUE,,HAMLIN,WV,25523,Lincoln,304 824-5050,304 824-5058
RITE AID CORPORATION,5007958,1548379878,RITE AID PHARMACY 01655,5798 MCCLELLAN HIGHWAY,,BRANCHLAND,WV,25506,Lincoln,304 824-7077,304 824-7088
K MART PHARMACY,5007972,1841221975,KMART PHARMACY7341,102 EMILY DR,,CLARKSBURG,WV,26301,Harrison,304 623-4488,304 623-0157
CVS PHARMACY INC,5007996,1245333905,CVS PHARMACY,RAINBOW PLZ RTE 250 SOUTH,,MANNINGTON,WV,26582,Marion,304 986-2830,
UNITED DRUGS,5008001,1992708770,GREENBRIER MEDICAL ARTS PHARMACY,200 MAPLEWOOD AVE,STE A,RONCEVERTE,WV,24970,Greenbrier,304 647-5121,304 647-5122
UNITED DRUGS,5008013,1154491967,CLAY FOODLAND PHARMACY,2200 MAIN ST,,CLAY,WV,25043,Clay,304 587-7327,304 587-4888
CVS PHARMACY INC,5008025,1154424810,CVS PHARMACY,72 WHITEWATER AVE,,FAYETTEVILLE,WV,25840,Fayette,304 465-0511,
RITE AID CORPORATION,5008049,1366551699,RITE AID PHARMACY 01687,306 NORTH MAIN STREET,,WEBSTER SPRINGS,WV,26288,Webster,304 847-2900,304 847-7477
RITE AID CORPORATION,5008051,1275642506,RITE AID PHARMACY 01688,2418 JACKSON AVENUE,,POINT PLEASANT,WV,25550,Mason,304 675-1624,304 675-8193
RITE AID CORPORATION,5008063,1184735250,RITE AID PHARMACY 01694,1731 HARPER ROAD,,BECKLEY,WV,25801,Raleigh,304 255-1251,304 255-2661
CVS PHARMACY INC,5008099,1316041098,CVS PHARMACY,45 S MINERAL ST,,KEYSER,WV,26726,Mineral,304 788-9774,304 788-6225
UNITED DRUGS,5008126,1568512887,WOODS PHARMACY INC,400 VIRGINIA ST,,OAK HILL,WV,25901,Fayette,304 469-2923,304 469-2984
EPIC PHARMACY NETWORK INC,5008138,1093893240,OCEANA PHARMACY,928 COOK PKWY,,OCEANA,WV,24870,Wyoming,304 682-8289,304 682-4070
COMMUNITY HEALTH SYSTEMS INC,5008140,1386682540,COMMUNITY HEALTH SYSTEMS INC,252 RURAL ACRES DR,,BECKLEY,WV,25801,Raleigh,304 255-6800,304 256-6258
RITE AID CORPORATION,5008164,1184733412,RITE AID PHARMACY 01802,300 WEST MAIN STREET,,BRIDGEPORT,WV,26330,Harrison,304 842-3131,304 842-2497
THE KROGER CO,5008176,1215961099,KROGER PHARMACY,19 7TH AVE WEST,,HUNTINGTON,WV,25701,Cabell,304 522-6677,304 522-4061
EPIC PHARMACY NETWORK INC,5008203,1649337999,SAVALOT PHCY OF FT ASHBY INC,10 WASHINGTON STREET,,FT ASHBY,WV,26719,Mineral,304 298-3639,304 298-4225
RITE AID CORPORATION,5008227,1700987245,RITE AID PHARMACY 01795,BUCHANAN AVENUE,PO BOX 751,BRADSHAW,WV,24817,McDowell,304 967-5001,304 967-5990
LEADER DRUG STORES INC,5008241,1063516029,GIL CO FAITH PHARMACY,356 WV HWY 5EAST,,GLENVILLE,WV,26351,Gilmer,304 462-8300,304 462-0324
THE KROGER CO,5008253,1124052907,KROGER PHARMACY,201 TEAYS CENTER,,SCOTT DEPOT,WV,25560,Putnam,304 757-8952,304 757-5460
RITE AID CORPORATION,5008265,1992814222,RITE AID PHARMACY 01748,10404 MACCORKLE AVENUE,,MARMET,WV,25315,Kanawha,304 949-2838,304 949-3378
EPIC PHARMACY NETWORK INC,5008277,1184628117,FAMILY DISCOUNT PHARMACY INC,OLD RT 119,,MT GAY,WV,25637,Logan,304 752-1445,304 752-1468
,5008330,1851386031,NEW RIVER FAMILY HLTH CTR PHCY,908 SCARBRO RD,,SCARBRO,WV,25917,Fayette,304 469-3424,304 929-6776
,5008354,1881753218,DUTTON PHARMACY,3201 GRAND CENTRAL AVE,,VIENNA,WV,26105,Wood,304 295-9594,304 295-0422
RITE AID CORPORATION,5008366,1801905138,RITE AID PHARMACY 01849,292 MAIN STREET,,GILBERT,WV,25621,Mingo,304 664-9800,304 664-2358
GOOD NEIGHBOR PHCY PROVIDER NTWK,5008380,1144327982,DRUG EMPORIUM,3 MALL ROAD,,BARBOURSVILLE,WV,25504,Cabell,304 736-2451,304 736-8519
CVS PHARMACY INC,5008392,1063515724,CVS PHARMACY,250 COURT ST,,WESTON,WV,26452,Lewis,304 269-1125,304 269-6609
CVS PHARMACY INC,5008405,1225132905,CVS PHARMACY,328 W WASHINGTON ST,,CHARLES TOWN,WV,25414,Jefferson,304 728-7418,
EPIC PHARMACY NETWORK INC,5008417,1043221690,REEDS DRUG STORE LLC,41 PIN OAK LANE,,KEYSER,WV,26726,Mineral,304 788-1643,304 788-0525
RITE AID CORPORATION,5008431,1982713228,RITE AID PHARMACY 03606,609 WINCHESTER AVENUE,,MARTINSBURG,WV,25401,Berkeley,304 267-2955,304 262-4469
EPIC PHARMACY NETWORK INC,5008443,1053418897,CARRIAGE DRIVE PHARMACY INC,350 CARRIAGE DR,,BECKLEY,WV,25801,Raleigh,304 252-5349,304 252-5386
AMERICAN PHARMACY NETWORK SOLUTIONS,5008455,1922169705,JARRELLS PHARMACY INC,2122 RITTER DRIVE,,DANIELS,WV,25832,Raleigh,304 763-2442,304 763-4230
UNITED DRUGS,5008467,1083719314,WESTERN GREENBRIER PHARMACY,356 NICHOLAS ST.,,RUPERT,WV,25984,Greenbrier,304 392-6348,304 392-6350
FRUTH PHARMACY INC,5008481,1437164373,FRUTH PHARMACY,3109 TEAYS VALLEY RD,,HURRICANE,WV,25526,Putnam,304 562-2677,304 562-0629
CVS PHARMACY INC,5008493,1972606630,CVS PHARMACY,1405 OAK ST,,KENOVA,WV,25530,Wayne,304 453-3504,304 453-4681
CVS PHARMACY INC,5008518,1881797546,CVS PHARMACY,1298 STAFFORD DRIVE,,PRINCETON,WV,24740,Mercer,304 487-2445,304 425-8475
CVS PHARMACY INC,5008532,1699878355,CVS PHARMACY,127 SENECA TRAIL,,LEWISBURG,WV,24901,Greenbrier,304 645-7053,304 645-7642
RITE AID CORPORATION,5008556,1083725162,RITE AID PHARMACY 01914,401 BUCKHANNON PIKE,,NUTTERFORT,WV,26301,Harrison,304 622-1204,304 623-4042
AMERICAN PHARMACY NETWORK SOLUTIONS,5008570,1093881898,COUNTRY ROADS PHARMACY INC,109 BOLT ROAD,,GLEN DANIEL,WV,25844,Raleigh,304 934-5327,304 934-5328
RITE AID CORPORATION,5008582,1023107786,RITE AID PHARMACY 01949,1600 MAIN STREET,,FOLLANSBEE,WV,26037,Brooke,304 527-4082,304 527-1907
RITE AID CORPORATION,5008619,1790894038,RITE AID PHARMACY 01982,98 NORTH PIKE STREET,,GRAFTON,WV,26354,Taylor,304 265-0758,304 265-2302
THE KROGER CO,5008621,1033143813,KROGER PHARMACY,5 RIVERWALK MALL,,S CHARLESTON,WV,25303,Kanawha,304 744-5128,304 744-9522
FRUTH PHARMACY INC,5008645,1346255288,FRUTH PHARMACY 11,425 CAMDEN RD,,HUNTINGTON,WV,25704,Wayne,304 429-5544,304 429-3164
THE KROGER CO,5008657,1982629689,KROGER PHARMACY,1851 EARL CORE ROAD,,MORGANTOWN,WV,26505,Monongalia,304 296-0657,304 296-8161
RITE AID CORPORATION,5008695,1609985944,RITE AID PHARMACY 01992,164 HOLDEN ROAD,,MOUNT GAY,WV,25637,Logan,304 239-2020,304 239-3468
THE KROGER CO,5008734,1942234729,KROGER PHARMACY,1734 HARPER ROAD,,BECKLEY,WV,25801,Raleigh,304 254-0523,304 254-0534
RITE AID CORPORATION,5008758,1518076850,RITE AID PHARMACY 02255,1021 THIRD STREET,,NEW MARTINSVILLE,WV,26155,Wetzel,304 455-1790,304 455-3158
FRUTH PHARMACY INC,5008784,1255346193,FRUTH PHARMACY 12,1419 US ROUTE 60 EAST,,HUNTINGTON,WV,25705,Cabell,304 525-0507,304 781-2693
RITE AID CORPORATION,5008796,1427167766,RITE AID PHARMACY 02265,134 MAIN STREET,,PARSONS,WV,26287,Tucker,304 478-4864,304 478-4909
GOOD NEIGHBOR PHCY PROVIDER NTWK,5008809,1265531149,DRUG EMPORIUM,1603 KANAWHA BLVD WEST,,CHARLESTON,WV,25387,Kanawha,304 345-3784,304 345-4999
THE KROGER CO,5008823,1790700490,KROGER PHARMACY,2007 EAST 7TH STREET,,PARKERSBURG,WV,26101,Wood,304 428-4705,304 424-6643
EPIC PHARMACY NETWORK INC,5008835,1457355489,FAMILY DISCOUNT PHARMACY,153 STOLLINGS AVE,,LOGAN,WV,25601,Logan,304 752-0082,304 752-1468
THE KROGER CO,5008859,1851325633,KROGER PHARMACY,1100 FLEDDERJOHN RD,,CHARLESTON,WV,25314,Kanawha,304 342-8832,304 347-8963
LEADER DRUG STORES INC,5008861,1659369213,PADDEN PRESCRIPTION PHARMACY,1414 EOFF ST,,WHEELING,WV,26003,Ohio,304 233-1590,304 233-1959
UNITED DRUGS,5008873,1750444360,GREENBRIER MEDICAL ARTS PHARMACY,128 COMMUNITY LANE,,WHT SULPHUR SPRINGS,WV,24986,Greenbrier,304 536-2454,304 536-1335
WALMART STORES INC,5008897,1902823032,WAL-MART PHARMACY 10-1351,1330 NO. EISENHOWER DR,,BECKLEY,WV,25801,Raleigh,304 252-9523,
FRUTH PHARMACY INC,5008900,1164437000,FRUTH PHARMACY 13,12803 WINFIELD RD,,WINFIELD,WV,25213,Putnam,304 586-3088,304 204-2086
LEADER DRUG STORES INC,5008948,1679661474,STAATS PHACY AND HEALTH CARE INC,100 E MAIN ST,,SPENCER,WV,25276,Roane,304 927-2980,304 927-3190
RITE AID CORPORATION,5008962,1336258672,RITE AID PHARMACY 02444,3 AVALON ROAD,BATTLEGROUND CROSSING SHOPPING CENTER,WHITE SULPHUR SPGS,WV,24986,Greenbrier,304 536-2350,304 536-9010
WALMART STORES INC,5008974,1811914948,WAL-MART PHARMACY 10-1360,100 FAYETTE TOWN CENTER,,FAYETTEVILLE,WV,25840,Fayette,304 574-1279,304 469-3110
K MART PHARMACY,5008986,1982635025,KMART PHARMACY3484,201 CROSSINGS MALL,,ELKVIEW,WV,25071,Kanawha,304 965-7261,304 965-2424
LEADER DRUG STORES INC,5009003,1215938121,VAN PROFESSIONAL PHARMACY INC,19024 POND FORK RD,,VAN,WV,25206,Boone,304 245-8255,304 245-8133
RITE AID CORPORATION,5009015,1619078151,RITE AID PHARMACY 02460,901 MAIN STREET,,CHAPMANVILLE,WV,25508,Logan,304 855-1032,304 855-8341
RITE AID CORPORATION,5009065,1245349588,RITE AID PHARMACY 02431,10295 ROUTE 152,,WAYNE,WV,25570,Wayne,304 272-6767,304 272-5802
FRUTH PHARMACY INC,5009077,1073528915,FRUTH PHARMACY 14,864 OAKWOOD RD,,CHARLESTON,WV,25314,Kanawha,304 343-2807,304 720-3218
ACCESSHEALTH PLUS,5009091,1912977588,MED A SAVE PHARMACY,1405 BONNIE VIEW TER,,KEYSER,WV,26726,Mineral,304 788-6010,304 788-5989
RITE AID CORPORATION,5009104,1154430494,RITE AID PHARMACY 02610,111 MAIN STREET,,ANSTED,WV,25812,Fayette,304 658-4426,304 658-9129
RITE AID CORPORATION,5009142,1063521300,RITE AID PHARMACY 02289,8 GAYLE DRIVE,,BERKELEY SPRINGS,WV,25411,Morgan,304 258-4955,304 258-8153
WALMART STORES INC,5009154,1720005853,WAL-MART PHARMACY 10-1450,200 ACADEMY DRIVE,,RIPLEY,WV,25271,Jackson,304 372-4487,304 372-6221
GOOD NEIGHBOR PHCY PROVIDER NTWK,5009229,1962509703,DRUG EMPORIUM,5101 MACCORKLE AVENUE SE,,CHARLESTON,WV,25304,Kanawha,304 925-8022,304 925-2915
ACCESSHEALTH PLUS,5009255,1619050754,CRAB ORCHARD PHARMACY,1299 ROBERT C BYRD DRIVE,,CRAB ORCHARD,WV,25827,Raleigh,304 253-7474,304 253-7495
WALMART STORES INC,5009267,1639196769,WAL-MART PHARMACY 10-1477,200 WAL STREET,,SUMMERSVILLE,WV,26651,Nicholas,304 872-7039,304 872-2382
WALMART STORES INC,5009279,1548287675,WAL-MART PHARMACY 10-1522,721 BEVERLY PIKE,,ELKINS,WV,26241,Randolph,304 636-3728,304 636-4708
RITE AID CORPORATION,5009281,1346351434,RITE AID PHARMACY 02571,4402 PENNSYLVANIA AVENUE,,BIG CHIMNEY,WV,25302,Kanawha,304 965-7301,304 965-1706
K MART PHARMACY,5009293,1609807742,KMART PHARMACY9207,301 BECKLEY PLAZA,,BECKLEY,WV,25801,Raleigh,304 252-8522,304 252-9776
