lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
5993	Throat Cancer Surgery		Cirugía del Cáncer de Garganta 	Cirugía del Cáncer de Garganta 	Kehlkopfkrebs Eingriff	Keelkanker chirurgie		Chirurgie du cancer de la gorge			咽喉癌手术	喉癌手術	Хирургия рака гортани			Bedah Kanker Tenggorokan	Εγχείριση καρκίνου του λάρυγγα		Cirurgia de Câncer de garganta	Cirurgia de Câncer de Garganta	جراحة سرطان الحلق		Gırtlak Kanseri Cerrahisi			Intervento per cancro alla gola	गले के कैंसर सर्जरी		Cổ họng ung thư phẫu thuật				Хірургія раку гортані			جراحی سرطان گلو						dummy
5994	Thrombosis/Stroke		Trombosis/Derrame Cerebral	Trombosis/Derrame Cerebral	Thrombose / Schlaganfall	Trombose/CVA		Thrombose/AVC			血栓/中风	血栓形成/中風	Тромбоз/инсульт			Trombosa/Struk(Serangan Otak)	Θρόμβωση/ΑΕΕ		Thrombosis/Stroke	Trombose / Curso	تخثر/سكتة دماغية		Tromboz/Felç			Trombosi/Stroke	घनास्त्रता / स्ट्रोक		Huyết khối / Tai biến mạch máu não				Тромбоз/інсульт			ترومبوز/سکته مغزی						dummy
5995	Thu	Tor	Jueves	Jueves	Do	Don		Jeu.			星期四	星期二	Чт			Kam	Πεμ 		Qui	Qui	الخميس	Tor	Perş	Czw		Gio	गुरु		Thứ 5				Чт.			پنجشنبه						dummy
5996	Thurdsay	torsdag	Jueves	Jueves	Donnerstag	Donderdag		Jeudi			Thurdsay	星期二	Четверг			Kamis	Πέμπτη		Quinta	Quinta	الخميس	torsdag	Perşembe	Czwartek		Giovedì	बृहस्पतिवार		Thứ Năm				Четвер			پنجشنبه						dummy
5997	Thursday	Torsdag 	Jueves	Jueves	Donnerstag	Donderdag		Jeudi			星期四	星期二	Четверг			Kamis	Πέμπτη		Quinta	Quinta-feira	الخميس	Torsdag 	Perşembe	Czwartek		Giovedì	बृहस्पतिवार		Thứ Năm				Четвер	গুরুবার 		پنجشنبه						dummy
5998	Thyroid normal	Sköldkörtel normal	Normal de la tiroides 	Tiroides normal	Schilddrüse Normal	Schildklier normaal		Thyroïde normale			甲状腺正常	甲狀腺正常	Обычная щитовидная железа			Tiroid norlam	Θυρεοειδής φυσιολογικός		Normal tiróide	Tiróide normal	الغدة الدرقية طبيعية	Sköldkörtel normal	Tiroid normal			Tiroide normale	थायराइड सामान्य		Tuyến giáp bình thường				Щитовидна залоза в нормі			تیروئید طبیعی						dummy
5999	Thyroid Problems		Problemas de la Tiroides 	Problemas de la Tiroides 	Schilddrüsenprobleme	Schildklierproblemen		Problèmes à la thyroïde			甲状腺问题	甲狀腺問題	Проблемы щитовидной железы			Masalah Tiroid	Προβλήμ. θυροειδη		Problemas tiróides	Problemas do Tiróide	مشاكل الغدة الدرقية		Tiroid sorunları			Problemi alla tiroide	थायराइड समस्याएं		Tuyến giáp vấn đề				Проблеми щитовидної залози			مشکلات تیروئید						dummy
6000	TIA		TIA	TIA	TIA	TIA					短暂性缺血性发作	短暫性缺血性發作	Преходящее ОНМК			TIA	Παροδικό ισχαιμικό εγκεφαλικό επεισόδιο		TIA	TIA	نوبة اقفارية عابرة		Geçici İskemik Atak			TIA	TIA		TIA				TIA									dummy
6001	Tibetan Standard, Tibetan, Central																																									dummy
6002	TID				TID	TID					一天三次	一天三次	TID			TID	1x3				ثلاث مرات يوميا					TID	TID		TID				TID									dummy
6003	Tigrinya																																									dummy
6004	Time	Tid 	Tiempo	Hora	Zeit	Tijd		Temps			时间	時間	время			Waktu	Χρόνος 		Hora	Horário	الوقت	Tid 	Zaman	Czas	Czas	Ora	समय		Thời gian				Час			زمان						dummy
6005	Time Display Format		Formato visualización de hora	Formato visualización de hora	Zeit Anzeige Format	Format om tijd te tonen		Format d\'affichage du temps			时间显示格式	時間顯示格式	Формат отображения времени			Format Tampilan Waktu	Μορφή εμφάνισης ημερομηνίας		Formato da Hora		طريقة عرض الوقت		Zaman görüntüleme formatı			Formato di presentazione dell\'ora	समय प्रदर्शन स्वरूप		Định dạng Hiển thị Thời gian				Формат відображення часу			سبک نمایش زمان						dummy
6006	Time Increment for Add (minutes 1-60)		Incremento de tiempo para agrega (minutos 1-60) 	Incremento de tiempo para agregar (minutos 1-60) 	Zeitspanne zum Hinzufügen (1-60 Minuten)	Tijdstoename voor Toevoegen (minuten 1-60)		Incrément du temps pour l\'ajout (minutes 1-60)			时间增量的添加（分钟1-60 ）	時間增量為新增（分鐘1-60）	Сдвиг времени для добавления (1-60 минут)			Selisih Waktu untuk Tambah (menit 1-60)	Προσαύξηση ώρας για Προσθήκη (λεπτά 1-60) 		Incremento de tempo para Some (atas 1-60)	Incremento de tempo para Add (minutos 1-60)	مقدار الزيادة فى الوقت (الدقائق 1-60)		Eklenecek zaman (1-60 dakika)			Incremento temporale da aggiungere (minuti 1-60)	समय वृद्धि जोड़ने के लिए (मिनट 1-60)		Tăng thời gian cho Add (phút 1-60)				Величина часу для додавання (1-60 хвилин)									dummy
6007	Time selection		Seleccion de tiempo	Seleccion de tiempo	Zeit Auswahl	Tijdselectie		Sélection du temps			选择时间	時間選擇	Выбор времени			Pemilihan waktu	Επιλογή ώρας				إختيار الوقت		Zaman seçimi			Selezione dell\'ora	समय चयन		Thời gian lựa chọn				Вибір часу			انتخاب زمان						dummy
